#1
double position(3601,2)  # Flow variation
0	-0.585818223
1	-0.585598786
2	-0.585563979
3	-0.585619973
4	-0.586225315
5	-0.586263149
6	-0.586125434
7	-0.586484099
8	-0.586515879
9	-0.586803417
10	-0.586733802
11	-0.586671755
12	-0.586384217
13	-0.586173861
14	-0.585983178
15	-0.585881784
16	-0.585968045
17	-0.585689587
18	-0.585515552
19	-0.58514932
20	-0.585073652
21	-0.585019171
22	-0.58516294
23	-0.585521605
24	-0.58541113
25	-0.585790982
26	-0.585612406
27	-0.586211695
28	-0.586458372
29	-0.586635434
30	-0.58684125
31	-0.587001666
32	-0.58705766
33	-0.586978966
34	-0.58705766
35	-0.586891191
36	-0.587050093
37	-0.586714129
38	-0.586444751
39	-0.586152674
40	-0.586055819
41	-0.586285849
42	-0.586297956
43	-0.585830329
44	-0.585934751
45	-0.585715314
46	-0.585141753
47	-0.58471196
48	-0.584870863
49	-0.584636293
50	-0.584560625
51	-0.584362375
52	-0.584244334
53	-0.584398696
54	-0.58422466
55	-0.584189853
56	-0.584208013
57	-0.58446831
58	-0.584298814
59	-0.584778548
60	-0.585291575
61	-0.585461071
62	-0.585615433
63	-0.585686561
64	-0.585506472
65	-0.58541567
66	-0.586010419
67	-0.586075493
68	-0.586287363
69	-0.586325196
70	-0.585836383
71	-0.585651754
72	-0.585376323
73	-0.585520092
74	-0.586158727
75	-0.58636757
76	-0.586090626
77	-0.585886324
78	-0.585798549
79	-0.58566386
80	-0.585989232
81	-0.586269202
82	-0.586496206
83	-0.586794336
84	-0.586328223
85	-0.586214722
86	-0.58612846
87	-0.586623327
88	-0.586375137
89	-0.586305523
90	-0.585672941
91	-0.58537935
92	-0.585541279
93	-0.585332436
94	-0.585479231
95	-0.585745582
96	-0.58590297
97	-0.585623
98	-0.586067926
99	-0.586531013
100	-0.587154515
101	-0.587383031
102	-0.587827958
103	-0.58775229
104	-0.587958106
105	-0.58801864
106	-0.58820327
107	-0.588188136
108	-0.588324338
109	-0.587947513
110	-0.587870332
111	-0.587529827
112	-0.587003179
113	-0.586963832
114	-0.586627867
115	-0.586297956
116	-0.586161754
117	-0.586122407
118	-0.585666887
119	-0.585389943
120	-0.585226501
121	-0.585442911
122	-0.585320329
123	-0.585191694
124	-0.585159913
125	-0.585081219
126	-0.585017658
127	-0.585084246
128	-0.585377836
129	-0.585734988
130	-0.585662347
131	-0.585482258
132	-0.585306709
133	-0.585423237
134	-0.585350596
135	-0.585480744
136	-0.585432317
137	-0.585836383
138	-0.585933238
139	-0.586423565
140	-0.586762556
141	-0.587009233
142	-0.587268016
143	-0.587561607
144	-0.587888492
145	-0.588035287
146	-0.588291044
147	-0.587597928
